timestamp,sensor_25,sensor_11,sensor_36,sensor_34
2018-04-10 09:55:00,0.886128288849588,0.6936344767141812,0.21762059617623897,0.25318778143401466
2018-04-10 09:56:00,0.9204208188441081,0.7000403380548416,0.0968758054521226,0.2539990089674018
2018-04-10 09:57:00,0.9202596186121923,0.7037891972869376,0.09844494043538754,0.2719518531347419
2018-04-10 09:58:00,0.8767057041000577,0.7074345247993292,0.11346761648322923,0.26238610341377056
2018-04-10 09:59:00,0.907298589265789,0.7092217106877423,0.11872560793926723,0.24854953238656052
2018-04-10 10:00:00,0.9458851484833248,0.7088721741223049,0.12288425435926698,0.25818383654697297
2018-04-10 10:01:00,0.9458851484833248,0.7088721741223049,0.12288425435926698,0.25818383654697297
2018-04-10 10:02:00,0.8725669047299993,0.7112236359658486,0.12616730006050603,0.26549390466843714
2018-04-10 10:03:00,0.8795137723375097,0.7087605920157163,0.11858339137158569,0.2587340761266982
2018-04-10 10:04:00,0.8923600377327947,0.7036476602524055,0.126257236501765,0.27057234537967123
2018-04-10 10:05:00,0.9138633526198685,0.6963824669163736,0.09198779642923083,0.26457623734749647
2018-04-10 10:06:00,0.9029528167584546,0.6888220303218012,0.09606345271847527,0.23031705826886817
2018-04-10 10:07:00,0.8886504422724073,0.6838691702046872,0.09951065070477638,0.23320596640110847
2018-04-10 10:08:00,0.9071287651531534,0.686559309952289,0.07679000023763705,0.21224514586460386
2018-04-10 10:09:00,0.9016917400470463,0.6877318581629669,0.08701387251326653,0.2158953690874803
2018-04-10 10:10:00,0.8601345856092637,0.6838274205238661,0.07591366832829727,0.2393999201400917
2018-04-10 10:11:00,0.8778506901094705,0.6996353848727092,0.09477838527528426,0.26553419543547707
2018-04-10 10:12:00,0.9116005789940838,0.7009670686380854,0.07797635695261707,0.261215867105415
2018-04-10 10:13:00,0.8766526340648593,0.7074729045507565,0.09560134027233202,0.23605578647577263
2018-04-10 10:14:00,0.9169022755104344,0.7148931146388949,0.10376837344827661,0.2507156121310088
2018-04-10 10:15:00,0.9090983268344655,0.7230607001792168,0.07679877452458916,0.23543819516607012
2018-04-10 10:16:00,0.9112894559127316,0.7207478053053997,0.07753033069921933,0.23944502174498716
2018-04-10 10:17:00,0.8624431321404069,0.7256023758152,0.08932041319579642,0.21955641669553172
2018-04-10 10:18:00,0.8913769153307376,0.7262265616262172,0.07861943906714708,0.2270589183312166
2018-04-10 10:19:00,0.89788595514786,0.7320949192285963,0.06579325951964443,0.2601905572874573
2018-04-10 10:20:00,1.0,0.7320949192285963,0.08431504808492052,0.25792826078589837
2018-04-10 10:21:00,0.8551022195215472,0.7417125104996702,0.08642562969218714,0.2532515250356002
2018-04-10 10:22:00,0.8740435784594034,0.740139689564351,0.09389949419891686,0.22647981372435821
2018-04-10 10:23:00,0.9052613632895996,0.7348444071771858,0.08282561287480372,0.2217922535888851
